ena\area1_055_001.wav|ここが素材にも見映えにもこだわってるっていうパンケーキの店ね
ena\voice_card_19_01b_22_19.wav|……あれ、返事来ない……。通知ミュートにしてるのかな？
ena\voice_card_19_01b_23_19.wav|あ、雪からだ……
ena\voice_card_19_01b_25_19.wav|雪って細かいとこに気遣ってくれるなぁ。面倒なとこばっかつっつくAmiaと違って
ena\voice_card_19_01b_27_19.wav|これでよし、と。さ、早く帰って絵、完成させよ
ena\voice_card_19_01b_28_19.wav|……その前に、絵のアカウントも……ちょっとだけ……
ena\voice_card_19_01b_29_19.wav|…………
ena\voice_card_19_01b_30_19.wav|……全然反応ない……。マメに絵あげてるのに……
ena\voice_card_19_01b_31_19.wav|フォロワーも全然増えないし……。自撮りアカウントはフォロワー４ケタいってるのに……
ena\voice_card_19_01b_32_19.wav|コメントだって、こっちの絵には……
ena\voice_card_19_01b_33_19.wav|自撮りはあんなに反応もらえるのに……
ena\voice_card_19_01b_34_19.wav|……！　通知！
ena\voice_card_19_01b_36_19.wav|あ……
ena\voice_card_19_01b_37_19.wav|ふふ、ふふふふふ……
ena\voice_card_19_01b_38_19.wav|絵、早く完成させて、Kに見せよう！
ena\voice_card_19_02a_01_19.wav|そろそろ時間だけど……
ena\voice_card_19_02a_03_19.wav|もう、待ち合わせ時間ギリギリじゃん
ena\voice_card_19_02a_04_19.wav|そっちが歌の練習したいから付き合えって誘ったんだから、もっと余裕を持って来るもんでしょ
ena\voice_card_19_02a_07_19.wav|は？　何うぬぼれてんの？
ena\voice_card_19_02a_08_19.wav|私が来たのは15分前。それくらい余裕持ってくるでしょ、普通
ena\voice_card_19_02a_10_19.wav|そういうところはって……
ena\voice_card_19_02a_12_19.wav|歌の練習、カラオケでするの？
ena\voice_card_19_02a_14_19.wav|まあ、ちゃんとしたスタジオ借りてるとは私だって考えてなかったけど……
ena\voice_card_19_02a_16_19.wav|ちょ、ちょっと待ってよ！
ena\voice_card_19_02a_18_19.wav|今まで歌は別々に録ってたから、ハモリの部分とかはイメージしづらかったけど、いい感じに、イメージつかめたね
ena\voice_card_19_02a_20_19.wav|じゃ、たくさん練習したし今日はこのへんで……
ena\voice_card_19_02a_23_19.wav|へぇ、アクセいっぱい置いてる。あ、このチョーカーかわいいかも
ena\voice_card_19_02a_25_19.wav|……まあ、悪くはないかな
ena\voice_card_19_02a_27_19.wav|もーうるさいなぁ。ぴったりとは思ってないから。他の色とかあればいいけど……
ena\voice_card_19_02a_29_19.wav|あ……うん、これはいいかも
ena\voice_card_19_02a_31_19.wav|あ、それならこれどう？髪の色に似合いそうじゃない？
ena\voice_card_19_02a_33_19.wav|はいはい。……ん、こんな感じじゃない？
ena\voice_card_19_02a_35_19.wav|もう少し服の色が明るいと、もっと似合うんじゃない？
ena\voice_card_19_02a_38_19.wav|え、あ……うん……
ena\voice_card_19_02a_40_19.wav|……別に、なんでもない
ena\voice_card_19_02a_42_19.wav|あーもう、うるさい！ただ、瑞希のこと、もっと腹立つ子だと思ってたってだけ！
ena\voice_card_19_02a_44_19.wav|だからそーゆーところだからね！？腹立つって思わせてるのは！
ena\voice_card_19_02a_47_19.wav|……まあ、ときどきイラッっとする時もあるけど、遊びの範囲かなって思えるし……
ena\voice_card_19_02a_49_19.wav|それでって……。だから……上手く言えないけど……
ena\voice_card_19_02a_50_19.wav|私のことをちゃんと見てくれてるのは、私の絵を見つけてくれた奏くらいだって思ってたけど……
ena\voice_card_19_02a_51_19.wav|でも、もしかしたら、そうじゃないのかもなって
ena\voice_card_19_02a_53_19.wav|あ……えっと……
ena\voice_card_19_02a_54_19.wav|……瑞希のこともわかってきたから、最近は、みんなで作業するの、前より楽しい……かな
ena\voice_card_19_02a_55_19.wav|そっちこそどうなの？会うようになってから、何か変わったこととかないの？
ena\voice_card_19_02a_57_19.wav|は？　私は話したのにズルくない？
ena\voice_card_19_02a_59_19.wav|ちょっと！　誤魔化さないで言いなさいってば！
ena\voice_card_19_02b_01_19.wav|よしっ、これで全部完成、っと！
ena\voice_card_19_02b_02_19.wav|早速、奏に見てもらわなきゃ……。って、あれ？
ena\voice_card_19_02b_03_19.wav|珍しいな……今日はまだ誰もログインしてない
ena\voice_card_19_02b_04_19.wav|まあいいや。イラスト出来たから見ておいてね……っと
ena\voice_card_19_02b_05_19.wav|……あっ！この通知、もしかして……
ena\voice_card_19_02b_06_19.wav|やっぱり！やったあ、フォロワー増えてる
ena\voice_card_19_02b_07_19.wav|ふふっ、さっき上げた自撮り、可愛く撮れたもんね。いいねもたくさん貰えてるし、いい調子
ena\voice_card_19_02b_08_19.wav|でも……
ena\voice_card_19_02b_09_19.wav|イラストのアカウントの方は、全然フォロワーが増えない。いいねの数も、全然だし……
ena\voice_card_19_02b_10_19.wav|あれ……？
ena\voice_card_19_02b_11_19.wav|でも、先週より２人だけフォロワーが増えてる……
ena\voice_card_19_02b_12_19.wav|どんな人がフォローしてくれたんだろう
ena\voice_card_19_02b_13_19.wav|……アカウント名Amiaと雪って……これ、もしかして瑞希とまふゆ……？
ena\voice_card_19_02b_14_19.wav|でも、なんで急に……
ena\voice_card_19_02b_16_19.wav|あ、25時だ……！
ena\voice_card_19_02b_17_19.wav|うん。いるよ！　K
ena\voice_card_19_02b_23_19.wav|う、うん……
ena\voice_card_19_02b_24_19.wav|あっちのアカウントをフォローしてくれたこと、ふたりに聞きたいけど……
ena\voice_card_19_02b_26_19.wav|えっ？　あ、あれがどうかした？
ena\voice_card_19_02b_28_19.wav|ほ、ほんと！？
ena\voice_card_19_02b_31_19.wav|……！
ena\voice_card_19_02b_32_19.wav|わ……私のイラストのアカウントをフォローしたのって、やっぱりふたりだったの？
ena\voice_card_19_02b_34_19.wav|そ……そうなんだ
ena\voice_card_19_02b_38_19.wav|……！
ena\voice_card_19_02b_39_19.wav|……はいはい。どこまで本気か知らないけど、ありがと。でもそれくらい、普通は描けるから
ena\voice_card_19_02b_41_19.wav|……ほんと？　光の入り具合とか、大丈夫？
ena\voice_card_19_02b_42_19.wav|色合いとか、明るすぎないかなって少し気になってて……
ena\voice_card_19_02b_46_19.wav|…………
ena\voice_card_19_02b_47_19.wav|SNSじゃ全然だけど、K達は、見てくれてる
ena\voice_card_19_02b_48_19.wav|私の絵を……
ena\voice_card_19_02b_49_19.wav|任せておいて。最高の出来にするから
ena\voice_card_19_3a_01_19.wav|……ん~、盛れないなぁ
ena\voice_card_19_3a_02_19.wav|もっとかわいい構図じゃないと……。こういうのはどうかな？
ena\voice_card_19_3a_03_19.wav|うーん……これだと、ただ寝転んでるだけに見えるなー……
ena\voice_card_19_3a_04_19.wav|あっ、そうだ！　この子とこの子を両脇に置いてあとは画角をもうすこし上げ――
ena\voice_card_19_3a_05_19.wav|キャッ！
ena\voice_card_19_3a_06_19.wav|もう！　なに！？
ena\voice_card_19_3a_08_19.wav|え？　もうそんな時間？
ena\voice_card_19_3a_10_19.wav|わ、わかってるってば。でも……
ena\voice_card_19_3a_12_19.wav|……あいつは？
ena\voice_card_19_3a_14_19.wav|……なら、行く
ena\voice_card_19_3b_01_19.wav|あっ、そろそろ出なきゃ
ena\voice_card_19_3b_03_19.wav|うん。ちょっと寄っていく場所があるから
ena\voice_card_19_3b_05_19.wav|うん、行ってくるね！
ena\voice_card_19_3b_06_19.wav|よーし、今日こそは最高の声を録ってみせるんだから！
ena\voice_card_19_3b_07_19.wav|ふぅ……やっぱり高音がうまく出せなかったなー
ena\voice_card_19_3b_08_19.wav|もうちょっと綺麗に出ればみんなの声と合うのに……
ena\voice_card_19_3b_09_19.wav|もうちょい粘ればよかったな……
ena\voice_card_19_3b_10_19.wav|ただいまー。……K、ちょっといいかな？
ena\voice_card_19_3b_12_19.wav|今日、声を録ってみたんだけど……。聴いてくれるかな？
ena\voice_card_19_3b_14_19.wav|ありがとう。じゃあ、送るね
ena\voice_card_19_3b_17_19.wav|え？　そうかな？
ena\voice_card_19_3b_19_19.wav|別にそんなつもりはないんだけどなー
ena\voice_card_19_3b_20_19.wav|……張り切ってる、か
ena\voice_card_19_3b_21_19.wav|どっちかって言うと、焦ってるって感じ
ena\voice_card_19_3b_22_19.wav|Kも雪も、すごくて。Amiaはああ見えて、結構大人で
ena\voice_card_19_3b_23_19.wav|……自分が、なんにもできないみたいに思える
ena\voice_card_19_3b_24_19.wav|あれ、通知？
ena\voice_card_19_3b_25_19.wav|新しいフォロワーさんが増えました、ね……
ena\voice_card_19_3b_26_19.wav|これでまたイラストアカウントと差がついちゃった……
ena\voice_card_19_3b_27_19.wav|…………
ena\voice_card_19_3b_28_19.wav|全部中途半端だな、私……
ena\voice_card_19_3b_30_19.wav|あ、うん、いるよ。……どうだった？
ena\voice_card_19_3b_32_19.wav|えっ！　ほんと？
ena\voice_card_19_3b_34_19.wav|やっぱりそこだよね……。練習はちゃんとしてるんだけど
ena\voice_card_19_3b_36_19.wav|……ありがと。もう少し頑張ってみるね
ena\voice_card_19_3b_40_19.wav|………うん
ena\voice_card_19_3b_41_19.wav|……そうだね。私は、中途半端かもしれないけど
ena\voice_card_19_3b_42_19.wav|今はちゃんと見てくれる人がいる
ena\voice_card_19_3b_43_19.wav|任せて。最高の１枚にするから
ena\voice_card_ev_night_01_19_02a_01_19.wav|んー……
ena\voice_ev_night_01_8_49_19.wav|あのね！　この色はドロッドロした感情を表現したいからあえてこういう色にしてるの！
ena\voice_ev_night_01_8_52_19.wav|それもあえて！
ena\voice_card_ev_night_01_19_02a_08_19.wav|ほんっと、ムカつく。私がこだわって描いたとこもわかんないなんて……！
ena\voice_card_ev_night_01_19_02a_09_19.wav|まあ、KとAmiaは別に何も言ってなかったし。雪がわかんないだけなら、気にしなくても――
ena\voice_card_ev_night_01_19_02a_10_19.wav|…………
ena\voice_card_ev_night_01_19_02a_11_19.wav|でも、曲のイメージに直結するところだし、もうちょっとブラッシュアップしてもいいかな……
ena\voice_card_ev_night_01_19_02a_16_19.wav|…………
ena\voice_card_ev_night_01_19_02a_19_19.wav|…………
ena\voice_card_ev_night_01_19_02a_21_19.wav|…………
ena\voice_card_ev_night_01_19_02a_26_19.wav|……よし、できた！
ena\voice_card_ev_night_01_19_02a_28_19.wav|Amia、大げさすぎ。イラストのブラッシュアップが終わっただけ
ena\voice_card_ev_night_01_19_02a_30_19.wav|改めて言わなくていいから！ほんと、思い出すだけでムカつくし
ena\voice_card_ev_night_01_19_02a_32_19.wav|うるっさい！
ena\voice_card_ev_night_01_19_02a_33_19.wav|ほら、雪。ナイトコードにデータ送ったから見て
ena\voice_card_ev_night_01_19_02a_36_19.wav|まあね。基本的には、前のイラストと変わってないけど。ドロドロした感情を表現する色合いを、もっと細かく変化させてみたの
ena\voice_card_ev_night_01_19_02a_37_19.wav|ほら、嫉妬と憎しみってどっちもマイナスだけど違うでしょ？そのあたりの違いも出してみたんだよね
ena\voice_card_ev_night_01_19_02a_39_19.wav|はぁ！？
ena\voice_card_ev_night_01_19_02a_42_19.wav|ふふん、そうでしょ？
ena\voice_card_ev_night_01_19_02a_44_19.wav|なっ……！
ena\voice_card_ev_night_01_19_02a_45_19.wav|これは、今にも理性失って、渦巻く感情で爆発するかもしれないっていうアンバランスさの表現なの！
ena\voice_card_ev_night_01_19_02a_46_19.wav|もう……！なんでこのニュアンスが伝わらないわけ！？
ena\voice_card_ev_night_01_19_02a_48_19.wav|雪にもわかってもらえないと、ブラッシュアップした意味がないでしょ！
ena\voice_card_ev_night_01_19_02a_51_19.wav|はあ！？　なんでそういう発想になるの！？
ena\voice_card_ev_night_01_19_02a_55_19.wav|ちょっ……K？　今笑うとこじゃないんだけど
ena\voice_card_ev_night_01_19_02a_61_19.wav|た……楽しくなんてないから！
ena\voice_card_ev_night_01_19_02b_05_19.wav|それ、服が見たいだけじゃないの？
ena\voice_card_ev_night_01_19_02b_07_19.wav|バレバレ。ていうか、隠す気ないでしょ
ena\voice_card_ev_night_01_19_02b_08_19.wav|でも、展示会か……
ena\voice_ev_night_01_5_07_19.wav|あ、いたいた！……って、ちょっとどうしたの！？
ena\voice_card_ev_night_01_19_02b_11_19.wav|…………
ena\voice_card_ev_night_01_19_02b_15_19.wav|…………
ena\voice_card_ev_night_01_19_02b_19_19.wav|……Amiaは、まだ起きてるの？
ena\voice_card_ev_night_01_19_02b_21_19.wav|何それ
ena\voice_card_ev_night_01_19_02b_22_19.wav|…………あのさ
ena\voice_card_ev_night_01_19_02b_24_19.wav|……展示会とかイベントとか、そんなに頑張って誘わなくてもよくない？
ena\voice_card_ev_night_01_19_02b_25_19.wav|人形展の時みたいになられたら迷惑だし
ena\voice_card_ev_night_01_19_02b_27_19.wav|な、何？
